"","LSOA11CD","LSOA11NM","MEAN"
"1334","E01003675","Redbridge 036A",40.7773913043478
"1335","E01000171","Barnet 006B",40.7739705440337
"1336","E01002037","Haringey 002B",40.7729675308331
"1337","E01002675","Hounslow 009A",40.7722058341527
"1338","E01000331","Bexley 017E",40.7660533233196
"1339","E01003360","Merton 006B",40.763557483731
"1340","E01000107","Barking and Dagenham 010C",40.7627527360415
"1341","E01004118","Sutton 009B",40.7582176771366
"1342","E01001985","Haringey 033B",40.7571277719113
"1343","E01004096","Sutton 021B",40.7567917205692
"1344","E01002935","Kingston upon Thames 003A",40.7520833333333
"1345","E01001624","Greenwich 025D",40.7504480286738
"1346","E01003385","Merton 011C",40.7494959677419
"1347","E01032566","Bexley 029D",40.7488355428162
"1348","E01000415","Bexley 016F",40.745382585752
"1349","E01000735","Bromley 014C",40.7438905180841
"1350","E01004574","Wandsworth 013B",40.7437705688764
"1351","E01002419","Hillingdon 006B",40.7378111148994
"1352","E01000823","Bromley 008E",40.7365591397849
"1353","E01002221","Harrow 030C",40.7358929610239
"1354","E01000590","Brent 001C",40.7318164863857
"1355","E01000319","Barnet 027F",40.7297297297297
"1356","E01001189","Croydon 045B",40.7287278854254
"1357","E01001786","Hackney 013A",40.7242969928147
"1358","E01000232","Barnet 013E",40.7188025563404
"1359","E01000346","Bexley 021A",40.7106685633001
"1360","E01000787","Bromley 029C",40.7101240265359
"1361","E01001679","Greenwich 020A",40.7087242026266
"1362","E01002577","Hounslow 007C",40.7054988662132
"1363","E01000372","Bexley 010C",40.6992976294996
"1364","E01003762","Redbridge 009D",40.6972111553785
"1365","E01002442","Hillingdon 003E",40.693151377306
"1366","E01002169","Harrow 017E",40.6916707257672
"1367","E01003476","Merton 003D",40.6904205607477
"1368","E01001301","Ealing 039B",40.6781287485006
"1369","E01003432","Merton 019D",40.6756319514661
"1370","E01032741","Havering 013E",40.6721605159441
"1371","E01002106","Harrow 008A",40.6675373134328
"1372","E01001506","Enfield 014B",40.6662902894683
"1373","E01000332","Bexley 005A",40.6643982808023
"1374","E01000244","Barnet 032D",40.6591320072333
"1375","E01003384","Merton 009E",40.654990085922
"1376","E01003460","Merton 002A",40.6459416177338
"1377","E01001006","Croydon 016A",40.6443298969072
"1378","E01002165","Harrow 017A",40.6396526772793
"1379","E01002410","Hillingdon 017A",40.6375772558714
"1380","E01001119","Croydon 034G",40.6359307359307
"1381","E01001595","Greenwich 012D",40.6276595744681
"1382","E01000385","Bexley 028C",40.624427480916
"1383","E01004568","Wandsworth 013A",40.6152135231317
"1384","E01000339","Bexley 025A",40.6079414032382
"1385","E01002008","Haringey 030B",40.6060559718611
"1386","E01004386","Waltham Forest 003C",40.6016389109173
"1387","E01000575","Brent 007D",40.6016052535571
"1388","E01001619","Greenwich 030D",40.6008127539856
"1389","E01004017","Southwark 029C",40.5924357888795
"1390","E01003231","Lewisham 015B",40.5893774985722
"1391","E01000144","Barnet 038C",40.5889698231009
"1392","E01001091","Croydon 004E",40.588051298092
"1393","E01001563","Enfield 029C",40.5833755701977
"1394","E01003750","Redbridge 001G",40.5817307692308
"1395","E01001306","Ealing 035D",40.5795235028976
"1396","E01001338","Ealing 029E",40.5788994169096
"1397","E01002015","Haringey 020C",40.5770519262982
"1398","E01032572","Ealing 040D",40.5758651286602
"1399","E01002338","Havering 009E",40.5709611451943
"1400","E01001611","Greenwich 023D",40.5700197238659
"1401","E01002965","Kingston upon Thames 009A",40.5673538548433
"1402","E01003435","Merton 014E",40.565362713543
"1403","E01002247","Havering 017B",40.5629199755651
"1404","E01003680","Redbridge 036F",40.5564671814672
"1405","E01000452","Bexley 009G",40.5525170913611
"1406","E01000117","Barnet 010A",40.5454545454545
"1407","E01002579","Hounslow 008B",40.5452755905512
"1408","E01002297","Havering 004D",40.5449385052034
"1409","E01003664","Redbridge 019D",40.5435959110042
"1410","E01002365","Havering 023D",40.5406824146982
"1411","E01003865","Richmond upon Thames 004F",40.5380116959064
"1412","E01000027","Barking and Dagenham 001A",40.5351551956815
"1413","E01002550","Hillingdon 022E",40.5339087546239
"1414","E01001496","Enfield 026D",40.533411033411
"1415","E01000386","Bexley 028D",40.5302865433442
"1416","E01002521","Hillingdon 016C",40.527374301676
"1417","E01004640","Wandsworth 011D",40.5258774538965
"1418","E01003474","Merton 001C",40.5256982316972
"1419","E01000070","Barking and Dagenham 011D",40.5248800202071
"1420","E01003418","Merton 025B",40.5237785016287
"1421","E01003661","Redbridge 019A",40.5221153846154
"1422","E01002520","Hillingdon 016B",40.5207598903251
"1423","E01002163","Harrow 015D",40.5163132137031
"1424","E01004576","Wandsworth 013D",40.5154756486117
"1425","E01000993","Croydon 021D",40.5133457479826
"1426","E01004484","Wandsworth 026E",40.5119509043928
"1427","E01000345","Bexley 022D",40.5116833571769
"1428","E01001082","Croydon 032E",40.5105131860299
"1429","E01002279","Havering 002B",40.5103525461668
"1430","E01004642","Wandsworth 016B",40.5087326466637
"1431","E01001010","Croydon 019D",40.4904309513975
"1432","E01001658","Greenwich 034C",40.4891129956452
"1433","E01003829","Richmond upon Thames 020B",40.4889275939288
"1434","E01004179","Sutton 017E",40.4876996115667
"1435","E01003831","Richmond upon Thames 020D",40.4829652996845
"1436","E01000646","Bromley 016A",40.4796264855688
"1437","E01001587","Greenwich 016D",40.4765596160945
"1438","E01003382","Merton 011B",40.4708383961118
"1439","E01004639","Wandsworth 011C",40.4705357142857
"1440","E01000879","Camden 004B",40.463768115942
"1441","E01002361","Havering 020C",40.4614963003563
"1442","E01002250","Havering 017E",40.4585738223794
"1443","E01004191","Sutton 008D",40.4551386623165
"1444","E01001255","Ealing 028C",40.4506560182544
"1445","E01002292","Havering 022C",40.4500723589001
"1446","E01001874","Hammersmith and Fulham 001A",40.4495127513995
"1447","E01000729","Bromley 014A",40.4494081710577
"1448","E01000601","Brent 021B",40.4474435875464
"1449","E01002219","Harrow 030B",40.4458161865569
"1450","E01002385","Havering 024A",40.4454209205527
"1451","E01002414","Hillingdon 015A",40.4432877900672
"1452","E01003905","Richmond upon Thames 010A",40.4421641791045
"1453","E01000354","Bexley 011B",40.4408759124088
"1454","E01003254","Lewisham 021A",40.4366989684276
"1455","E01000492","Brent 030C",40.4364538127712
"1456","E01002160","Harrow 021B",40.4358198924731
"1457","E01003357","Merton 012A",40.4324569356301
"1458","E01004388","Waltham Forest 007F",40.4293639053254
"1459","E01003457","Merton 006C",40.4282685512367
"1460","E01002436","Hillingdon 004B",40.4261078367169
"1461","E01004363","Waltham Forest 019A",40.4227424749164
"1462","E01002013","Haringey 022A",40.4163231657049
"1463","E01000505","Brent 018B",40.4142125480154
"1464","E01003716","Redbridge 034D",40.4138328530259
"1465","E01002471","Hillingdon 008E",40.4119414194517
"1466","E01001308","Ealing 002B",40.4114996395097
"1467","E01000643","Brent 024D",40.4065379933925
"1468","E01001348","Ealing 007D",40.4055366682856
"1469","E01003649","Redbridge 012C",40.4028384279476
"1470","E01000457","Bexley 026D",40.4011976047904
"1471","E01001231","Ealing 027A",40.4008544860518
"1472","E01001313","Ealing 002D",40.4008144269924
"1473","E01032739","City of London 001F",40.3977073906486
"1474","E01000488","Brent 022A",40.3976426799007
"1475","E01002654","Hounslow 019B",40.3889021765128
"1476","E01001995","Haringey 017D",40.3824604141291
"1477","E01000362","Bexley 015B",40.3803773584906
"1478","E01032568","Bromley 041E",40.3787837469321
"1479","E01000718","Bromley 006E",40.3783624002365
"1480","E01001585","Greenwich 016B",40.374451754386
"1481","E01003902","Richmond upon Thames 015E",40.3717210492642
"1482","E01004079","Sutton 011D",40.3701177929324
"1483","E01000792","Bromley 032C",40.3644175684278
"1484","E01003381","Merton 016B",40.3642720915448
"1485","E01001601","Greenwich 032D",40.3630417007359
"1486","E01001465","Enfield 031B",40.3614353653264
"1487","E01000541","Brent 004E",40.3551595524244
"1488","E01003693","Redbridge 035D",40.3504714863044
"1489","E01001600","Greenwich 032C",40.3459369817579
"1490","E01002021","Haringey 022C",40.3457994579946
"1491","E01003952","Southwark 030A",40.3450920245399
"1492","E01000727","Bromley 028A",40.3359938208033
"1493","E01000580","Brent 032B",40.3348264277716
"1494","E01003374","Merton 022A",40.3235381418819
"1495","E01002549","Hillingdon 025B",40.3224244448155
"1496","E01002674","Hounslow 012D",40.3188202247191
"1497","E01004543","Wandsworth 027A",40.3166746756367
"1498","E01032576","Harrow 032E",40.3129190880644
"1499","E01000981","Croydon 017B",40.3109048723898
"1500","E01000419","Bexley 006C",40.3108962439569
"1501","E01004184","Sutton 001C",40.3087919942816
"1502","E01000401","Bexley 013A",40.308526551982
"1503","E01002262","Havering 026C",40.3072476656292
"1504","E01003116","Lambeth 029A",40.3059116809117
"1505","E01002206","Harrow 032B",40.3028571428571
"1506","E01001647","Greenwich 022B",40.2934968625214
"1507","E01001020","Croydon 044C",40.2868089764642
"1508","E01000647","Bromley 016B",40.2856015779093
"1509","E01001055","Croydon 032B",40.2837559972584
"1510","E01004611","Wandsworth 032B",40.2828035859821
"1511","E01002360","Havering 020B",40.2823590814196
"1512","E01002955","Kingston upon Thames 002C",40.2805226623111
"1513","E01002024","Haringey 022D",40.2792736380714
"1514","E01003450","Merton 024C",40.2732049036778
"1515","E01001210","Ealing 016A",40.2720139494333
"1516","E01000164","Barnet 022D",40.2691259313102
"1517","E01001545","Enfield 002B",40.2655929721816
"1518","E01004015","Southwark 028C",40.2653738644305
"1519","E01003515","Newham 036D",40.2645559431178
"1520","E01002565","Hounslow 006B",40.2621252204586
"1521","E01003897","Richmond upon Thames 014D",40.2572445348246
"1522","E01001586","Greenwich 016C",40.2541254125413
"1523","E01002683","Hounslow 014E",40.2511980830671
"1524","E01001812","Hackney 003E",40.249696969697
"1525","E01001044","Croydon 023A",40.2447708055185
"1526","E01002428","Hillingdon 018F",40.244706284153
"1527","E01001497","Enfield 031E",40.2445095168375
"1528","E01003465","Merton 002D",40.2417886178862
"1529","E01000708","Bromley 041B",40.2413209144793
"1530","E01004572","Wandsworth 016A",40.2377310388783
"1531","E01001512","Enfield 015D",40.2341640706127
"1532","E01000068","Barking and Dagenham 016E",40.2330694810906
"1533","E01001583","Greenwich 021C",40.2249481686247
"1534","E01001484","Enfield 016C",40.2249166414065
"1535","E01000118","Barnet 010B",40.2205469845722
"1536","E01004399","Waltham Forest 009B",40.217033662364
"1537","E01003241","Lewisham 038C",40.2126680820948
"1538","E01000829","Bromley 018E",40.2112866817156
"1539","E01000638","Brent 024A",40.2098337950139
"1540","E01003709","Redbridge 008C",40.2096498719044
"1541","E01003367","Merton 005A",40.2095937770095
"1542","E01003799","Richmond upon Thames 001C",40.2078840162952
"1543","E01000442","Bexley 006E",40.2073762536396
"1544","E01003206","Lewisham 007E",40.2037845705968
"1545","E01000189","Barnet 014D",40.2027027027027
"1546","E01002316","Havering 004F",40.2021924482339
"1547","E01001344","Ealing 007A",40.1984291029351
"1548","E01003656","Redbridge 005A",40.1974990805443
"1549","E01002571","Hounslow 007A",40.1970839617898
"1550","E01002310","Havering 006B",40.1938593359514
"1551","E01004171","Sutton 010A",40.1889869018979
"1552","E01000110","Barking and Dagenham 002C",40.1869357408391
"1553","E01002212","Harrow 028B",40.1820830298616
"1554","E01000136","Barnet 038B",40.1768772805838
"1555","E01004166","Sutton 004B",40.1747211895911
"1556","E01003452","Merton 024E",40.1739390316796
"1557","E01003883","Richmond upon Thames 014B",40.1713554987212
"1558","E01000558","Brent 015F",40.1688760806916
"1559","E01000316","Barnet 027E",40.1678597877067
"1560","E01001399","Enfield 021B",40.1634980988593
"1561","E01002251","Havering 017F",40.1591536338546
"1562","E01004549","Wandsworth 027D",40.1578099838969
"1563","E01000593","Brent 001E",40.1552106430155
"1564","E01032573","Hounslow 029E",40.1515015688032
"1565","E01003769","Redbridge 022A",40.1486988847584
"1566","E01000678","Bromley 016E",40.1477234401349
"1567","E01001898","Hammersmith and Fulham 013C",40.146955913226
"1568","E01000608","Brent 013D",40.1428317955997
"1569","E01002659","Hounslow 019E",40.1415991546319
"1570","E01000072","Barking and Dagenham 017E",40.1399885255307
"1571","E01003213","Lewisham 008C",40.1396854764107
"1572","E01000124","Barnet 010E",40.1290322580645
"1573","E01003908","Richmond upon Thames 010D",40.1246105919003
"1574","E01003772","Redbridge 024D",40.1188118811881
"1575","E01004523","Wandsworth 036E",40.1147433801896
"1576","E01002693","Hounslow 029D",40.114051973051
"1577","E01002161","Harrow 021C",40.1100337268128
"1578","E01000215","Barnet 037B",40.1070788530466
"1579","E01004429","Waltham Forest 026C",40.0922184811074
"1580","E01004503","Wandsworth 014C",40.0887662988967
"1581","E01032569","Croydon 045E",40.0870253164557
"1582","E01002933","Kingston upon Thames 004A",40.0861650485437
"1583","E01001339","Ealing 029F",40.0802146395157
"1584","E01003144","Lambeth 034C",40.0798494154944
"1585","E01004349","Waltham Forest 001A",40.0762408588766
"1586","E01003350","Lewisham 030C",40.0761316872428
"1587","E01000037","Barking and Dagenham 003B",40.0738396624473
"1588","E01002457","Hillingdon 019E",40.0734838424081
"1589","E01002852","Kensington and Chelsea 001A",40.067964946446
"1590","E01001236","Ealing 020E",40.067287043665
"1591","E01002363","Havering 020D",40.0665322580645
"1592","E01004562","Wandsworth 002B",40.0631863998796
"1593","E01001056","Croydon 030D",40.0455407969639
"1594","E01000438","Bexley 007B",40.0425417339795
"1595","E01002470","Hillingdon 007D",40.0406885758998
"1596","E01033746","Greenwich 038E",40.0401854714065
"1597","E01002564","Hounslow 003B",40.0398009950249
"1598","E01004595","Wandsworth 025B",40.0393700787402
"1599","E01002576","Hounslow 008A",40.0290889132821
"1600","E01002580","Hounslow 008C",40.025327510917
"1601","E01004511","Wandsworth 010B",40.0181363352095
"1602","E01004597","Wandsworth 025C",40.0122302158273
"1603","E01000530","Brent 033A",40.0045045045045
"1604","E01004194","Sutton 008E",40.0014563106796
"1605","E01001380","Ealing 040C",40
"1606","E01002971","Kingston upon Thames 005C",39.9977959697733
"1607","E01000367","Bexley 010A",39.9942638623327
"1608","E01003480","Newham 033A",39.9854116012504
"1609","E01002350","Havering 016B",39.9845505617978
"1610","E01004638","Wandsworth 011B",39.9792515746573
"1611","E01003954","Southwark 030B",39.9781746031746
"1612","E01003400","Merton 003A",39.9740990990991
"1613","E01002129","Harrow 023C",39.9693281402142
"1614","E01002018","Haringey 020D",39.9635761589404
"1615","E01003767","Redbridge 024B",39.9598612487612
"1616","E01032581","Redbridge 034G",39.9589422407794
"1617","E01004069","Southwark 031A",39.9500323066983
"1618","E01003648","Redbridge 012B",39.9497257769653
"1619","E01001930","Hammersmith and Fulham 008D",39.9480519480519
"1620","E01003223","Lewisham 025D",39.9438088829071
"1621","E01004465","Waltham Forest 015B",39.9410745233969
"1622","E01000913","Camden 001E",39.9334618493875
"1623","E01003227","Lewisham 019B",39.9288328588857
"1624","E01000043","Barking and Dagenham 019B",39.9287867370008
"1625","E01000038","Barking and Dagenham 003C",39.9274269557022
"1626","E01001054","Croydon 030C",39.9202211690363
"1627","E01000503","Brent 011E",39.9194946742631
"1628","E01001494","Enfield 026C",39.9167176974893
"1629","E01001510","Enfield 014D",39.9165562913907
"1630","E01002982","Kingston upon Thames 015D",39.916149068323
"1631","E01001172","Croydon 028D",39.9155778894472
"1632","E01002319","Havering 016A",39.9154929577465
"1633","E01002123","Harrow 007E",39.915264074289
"1634","E01000239","Barnet 031A",39.912462566229
"1635","E01002240","Harrow 024C",39.9123013537375
"1636","E01002467","Hillingdon 009B",39.9076797385621
"1637","E01002140","Harrow 005A",39.9065567334119
"1638","E01000880","Camden 004C",39.9022817460317
"1639","E01004416","Waltham Forest 004E",39.9017819261773
"1640","E01000592","Brent 001D",39.9005497251374
"1641","E01001358","Ealing 033E",39.8985120183136
"1642","E01000031","Barking and Dagenham 002A",39.8980196845725
"1643","E01001341","Ealing 005A",39.8980034722222
"1644","E01000229","Barnet 013B",39.8977272727273
"1645","E01001285","Ealing 016D",39.8939114391144
"1646","E01001130","Croydon 025C",39.8925199709513
"1647","E01003199","Lewisham 007A",39.8861916771753
"1648","E01002570","Hounslow 001B",39.8856164383562
"1649","E01004387","Waltham Forest 007E",39.8853503184713
"1650","E01003279","Lewisham 011D",39.8851913477537
"1651","E01000700","Bromley 013A",39.8836163836164
"1652","E01003643","Redbridge 017B",39.8799798285426
"1653","E01003652","Redbridge 015C",39.8796025715956
"1654","E01001427","Enfield 030C",39.8778383957535
"1655","E01000534","Brent 033D",39.8776837996096
"1656","E01003800","Richmond upon Thames 001D",39.8627145085803
"1657","E01004607","Wandsworth 006D",39.8595473012188
"1658","E01000344","Bexley 025B",39.8586714222024
"1659","E01004059","Southwark 008D",39.858020698577
"1660","E01000375","Bexley 019B",39.8577840774864
"1661","E01003423","Merton 011E",39.8559529642332
"1662","E01000374","Bexley 019A",39.8558898934017
"1663","E01000146","Barnet 038D",39.8481252966303
"1664","E01004505","Wandsworth 014D",39.8409321175279
"1665","E01002323","Havering 021D",39.8387650085763
"1666","E01003958","Southwark 032D",39.8360049321825
"1667","E01033736","Greenwich 004H",39.835832083958
"1668","E01004489","Wandsworth 030D",39.8316019682887
"1669","E01002552","Hillingdon 025D",39.8308627898138
"1670","E01004167","Sutton 005D",39.8299817184644
"1671","E01004163","Sutton 005B",39.8225880201189
"1672","E01001282","Ealing 016B",39.8198924731183
"1673","E01001973","Haringey 004D",39.8177744585512
"1674","E01003453","Merton 023E",39.8090277777778
"1675","E01002186","Harrow 009B",39.8072555205047
"1676","E01001846","Hackney 018A",39.8066777347353
"1677","E01000490","Brent 023A",39.7990936555891
"1678","E01001667","Greenwich 036B",39.7962064402294
"1679","E01001590","Greenwich 014A",39.7960784313725
"1680","E01002184","Harrow 013D",39.7955182072829
"1681","E01001493","Enfield 026B",39.7924366136657
"1682","E01001968","Haringey 014B",39.7901320361362
"1683","E01002535","Hillingdon 007E",39.7873270211216
"1684","E01001916","Hammersmith and Fulham 024B",39.7851332398317
"1685","E01002356","Havering 013C",39.7847485127096
"1686","E01033132","Wandsworth 002H",39.7810136157337
"1687","E01002125","Harrow 010B",39.7804034582133
"1688","E01001083","Croydon 003A",39.7780192486805
"1689","E01004002","Southwark 029A",39.7748878923767
"1690","E01002164","Harrow 021D",39.7730682670668
"1691","E01000502","Brent 011D",39.7680150013394
"1692","E01002329","Havering 011D",39.7675576519916
"1693","E01001939","Hammersmith and Fulham 023C",39.7648698884758
"1694","E01002639","Hounslow 012B",39.76435856146
"1695","E01000218","Barnet 037C",39.762982689747
"1696","E01002261","Havering 026B",39.7567437379576
"1697","E01001401","Enfield 016A",39.7536738978307
"1698","E01002119","Harrow 007A",39.7526205450734
"1699","E01002525","Hillingdon 029B",39.746942800789
"1700","E01003955","Southwark 028B",39.7457020057307
"1701","E01002497","Hillingdon 033B",39.7417444098919
"1702","E01002511","Hillingdon 017E",39.7416869424169
"1703","E01000707","Bromley 041A",39.7397435897436
"1704","E01000337","Bexley 003D",39.7305585980285
"1705","E01004165","Sutton 005C",39.7278938906752
"1706","E01003803","Richmond upon Thames 001G",39.7239294710327
"1707","E01002216","Harrow 028C",39.7185761957731
"1708","E01001333","Ealing 038A",39.7170556552962
"1709","E01001057","Croydon 030E",39.713972201902
"1710","E01001283","Ealing 016C",39.7114639814098
"1711","E01000330","Bexley 017D",39.7111024237686
"1712","E01002420","Hillingdon 008C",39.7083333333333
"1713","E01000587","Brent 001A",39.7081218274112
"1714","E01003719","Redbridge 034F",39.7051083591331
"1715","E01002416","Hillingdon 008A",39.7050290135397
"1716","E01002582","Hounslow 008E",39.7021640091116
"1717","E01003074","Lambeth 018E",39.7
"1718","E01000584","Brent 033E",39.6997578692494
"1719","E01003455","Merton 005E",39.6941995359629
"1720","E01003232","Lewisham 015C",39.6918918918919
"1721","E01001317","Ealing 003C",39.6858747044917
"1722","E01000174","Barnet 006D",39.6846030900373
"1723","E01002309","Havering 006A",39.6834298118669
"1724","E01002143","Harrow 005D",39.6777717094484
"1725","E01004123","Sutton 002A",39.6717391304348
"1726","E01004619","Wandsworth 015E",39.6715881128147
"1727","E01002245","Havering 011B",39.6713178294574
"1728","E01001560","Enfield 035F",39.6707589285714
"1729","E01001699","Greenwich 015B",39.6671043034282
"1730","E01000213","Barnet 033F",39.6663553583937
"1731","E01003721","Redbridge 003A",39.6659436008677
"1732","E01004623","Wandsworth 019E",39.6635325721961
"1733","E01001197","Ealing 021B",39.6623056035547
"1734","E01001659","Greenwich 034D",39.6543961864407
"1735","E01000384","Bexley 027B",39.6522599802046
"1736","E01004046","Southwark 028E",39.6521739130435
"1737","E01003268","Lewisham 023B",39.6521592442645
"1738","E01004436","Waltham Forest 021B",39.6422018348624
"1739","E01004469","Waltham Forest 013D",39.6410009624639
"1740","E01004234","Tower Hamlets 003E",39.6402428447528
"1741","E01002352","Havering 016D",39.6371866295265
"1742","E01001933","Hammersmith and Fulham 011D",39.6366723259762
"1743","E01002423","Hillingdon 018B",39.6343527315914
"1744","E01000472","Brent 029A",39.6324487895717
"1745","E01000060","Barking and Dagenham 006B",39.6239579557811
"1746","E01003910","Richmond upon Thames 011D",39.6236706689537
"1747","E01000161","Barnet 015D",39.6185696361355
"1748","E01001184","Croydon 011F",39.6102150537634
"1749","E01003798","Richmond upon Thames 001B",39.608040201005
"1750","E01003513","Newham 035D",39.6067098956865
"1751","E01002284","Havering 004C",39.604525862069
"1752","E01000310","Barnet 034C",39.6033537568526
"1753","E01002179","Harrow 013A",39.6003104384944
"1754","E01003663","Redbridge 019C",39.5923486986516
"1755","E01002282","Havering 004B",39.5909420289855
"1756","E01000333","Bexley 003A",39.5901696088612
"1757","E01001499","Enfield 031F",39.584578313253
"1758","E01004379","Waltham Forest 007A",39.5841209829868
"1759","E01001081","Croydon 036D",39.5839895013123
"1760","E01002145","Harrow 005E",39.5831485587583
"1761","E01000206","Barnet 033B",39.5826777609682
"1762","E01003913","Southwark 024A",39.5820128479657
"1763","E01000675","Bromley 018B",39.5811817709236
"1764","E01003284","Lewisham 013C",39.5809464508095
"1765","E01000420","Bexley 006D",39.580468178493
"1766","E01033733","Greenwich 036E",39.57383665717
"1767","E01002094","Haringey 006C",39.5662939297125
"1768","E01001708","Greenwich 005C",39.5569547796222
"1769","E01003447","Merton 016D",39.5555555555556
"1770","E01003167","Lambeth 028E",39.5523952095808
"1771","E01004485","Wandsworth 030B",39.5499342969777
"1772","E01004073","Southwark 031C",39.5481593545134
"1773","E01003225","Lewisham 015A",39.543966323667
"1774","E01003078","Lambeth 014E",39.5386919620569
"1775","E01004082","Sutton 011G",39.5384174311927
"1776","E01000895","Camden 002C",39.5320041972718
"1777","E01004628","Wandsworth 022A",39.5318202047174
"1778","E01004164","Sutton 004A",39.5289575289575
"1779","E01000391","Bexley 021E",39.5258547008547
"1780","E01001334","Ealing 029C",39.521351179095
"1781","E01002359","Havering 020A",39.5184696569921
"1782","E01033135","Wandsworth 010G",39.5181818181818
"1783","E01001086","Croydon 003B",39.5153674832962
"1784","E01001733","Hackney 015A",39.5139740967962
"1785","E01001076","Croydon 036A",39.5125977410947
"1786","E01003531","Newham 010C",39.5120643431635
"1787","E01002465","Hillingdon 009A",39.507
"1788","E01004383","Waltham Forest 007D",39.505249343832
"1789","E01001498","Enfield 029B",39.5018181818182
"1790","E01004173","Sutton 010C",39.5015438906043
"1791","E01003740","Redbridge 031D",39.4996636017044
"1792","E01000414","Bexley 016E",39.4984625896823
"1793","E01004186","Sutton 004D",39.4933466400532
"1794","E01000307","Barnet 039D",39.4932932932933
"1795","E01001997","Haringey 014D",39.4930448222566
"1796","E01000165","Barnet 022E",39.4902271526677
"1797","E01001131","Croydon 018C",39.4894671623296
"1798","E01001878","Hammersmith and Fulham 001E",39.4892988929889
"1799","E01004158","Sutton 018D",39.489103101425
"1800","E01000207","Barnet 033C",39.4841615809358
"1801","E01000299","Barnet 019A",39.4810355207706
"1802","E01001125","Croydon 033E",39.4771140418929
"1803","E01000417","Bexley 006B",39.4745348363439
"1804","E01000398","Bexley 029A",39.4718037021093
"1805","E01002111","Harrow 008E",39.471582733813
"1806","E01002770","Islington 004B",39.4714218233349
"1807","E01001849","Hackney 018D",39.4705407586763
"1808","E01001620","Greenwich 025A",39.4696279422931
"1809","E01000160","Barnet 015C",39.4695364238411
"1810","E01003201","Lewisham 007B",39.4688503532434
"1811","E01003361","Merton 015A",39.4684260131951
"1812","E01000513","Brent 002A",39.4680597014925
"1813","E01000973","Camden 010E",39.462731581215
"1814","E01003805","Richmond upon Thames 012A",39.4613844035549
"1815","E01002220","Harrow 031C",39.4574920297556
"1816","E01000400","Bexley 029C",39.4571832979476
"1817","E01001177","Croydon 016C",39.4526495726496
"1818","E01001462","Enfield 024C",39.4474885844749
"1819","E01002243","Havering 013A",39.4405117270789
"1820","E01003821","Richmond upon Thames 008A",39.4358541525996
"1821","E01000305","Barnet 036B",39.4277221980571
"1822","E01004148","Sutton 014B",39.4276649746193
"1823","E01000035","Barking and Dagenham 010A",39.4264332825977
"1824","E01004086","Sutton 019B",39.4243989314337
"1825","E01000095","Barking and Dagenham 018E",39.4204708647026
"1826","E01003867","Richmond upon Thames 011A",39.4202049780381
"1827","E01004150","Sutton 021C",39.419515226849
"1828","E01004516","Wandsworth 036A",39.4120930232558
"1829","E01002171","Harrow 033B",39.4099147121535
"1830","E01000465","Bexley 002E",39.4089709762533
"1831","E01003441","Merton 022E",39.4077625570776
"1832","E01003651","Redbridge 012D",39.4064312071692
"1833","E01004149","Sutton 012E",39.4033271719039
"1834","E01004071","Southwark 030D",39.4024864024864
"1835","E01000141","Barnet 039A",39.3938736785037
"1836","E01004061","Southwark 025A",39.3907380607815
"1837","E01003694","Redbridge 035E",39.3904174573055
"1838","E01002415","Hillingdon 010A",39.3903982136211
"1839","E01003957","Southwark 032C",39.3883610451306
"1840","E01001253","Ealing 030C",39.3723076923077
"1841","E01000435","Bexley 010E",39.3679026651217
"1842","E01003026","Lambeth 019A",39.3666474654378
"1843","E01002142","Harrow 005C",39.3619206217041
"1844","E01000274","Barnet 011C",39.3519281168102
"1845","E01002370","Havering 028C",39.3477750334049
"1846","E01002466","Hillingdon 010B",39.3443191673894
"1847","E01000819","Bromley 040C",39.3439859084046
"1848","E01003318","Lewisham 020B",39.3430299539171
"1849","E01002604","Hounslow 026A",39.3395784543326
"1850","E01001649","Greenwich 022D",39.3340367802231
"1851","E01002180","Harrow 013B",39.3328912466843
"1852","E01002159","Harrow 021A",39.3298880275624
"1853","E01002923","Kingston upon Thames 013A",39.3276595744681
"1854","E01002217","Harrow 028D",39.3259705488621
"1855","E01001242","Ealing 024C",39.3257722007722
"1856","E01004482","Wandsworth 030A",39.3212783851976
"1857","E01004630","Wandsworth 022B",39.313691507799
"1858","E01003669","Redbridge 007B",39.311448724905
"1859","E01001501","Enfield 036E",39.3065045992116
"1860","E01003295","Lewisham 017D",39.3012575177693
"1861","E01002968","Kingston upon Thames 009C",39.3011659192825
"1862","E01001361","Ealing 023E",39.3004938913439
"1863","E01004378","Waltham Forest 010D",39.2998618148319
"1864","E01003216","Lewisham 025A",39.297373358349
"1865","E01002681","Hounslow 014C",39.2969755469755
"1866","E01004351","Waltham Forest 001C",39.2967802146524
"1867","E01001323","Ealing 004D",39.2955285756589
"1868","E01001271","Ealing 001B",39.2910316529894
"1869","E01002265","Havering 025A",39.2823803967328
"1870","E01002344","Havering 029B",39.278463917324
"1871","E01001500","Enfield 035D",39.2782530391715
"1872","E01000127","Barnet 024B",39.2739795918367
"1873","E01000609","Brent 016C",39.2653306613226
"1874","E01004129","Sutton 002E",39.2602158828065
"1875","E01003402","Merton 004B",39.2549611734254
"1876","E01001932","Hammersmith and Fulham 011C",39.2548915917504
"1877","E01003271","Lewisham 023E",39.2542542542543
"1878","E01000426","Bexley 026B",39.2531890220332
